bioguideId,depiction,district,name,partyName,state,terms,updateDate,url
O000172,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/o000172_200.jpg""}",14,"Ocasio-Cortez, Alexandria",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/O000172?format=json
M001206,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67ffc962f22eaf56065817bb_200.jpg""}",25,"Morelle, Joseph D.",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2018}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/M001206?format=json
B001306,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_oh_12_balderson_troy_200.jpg""}",12,"Balderson, Troy",Republican,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2018}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/B001306?format=json
T000478,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/t000478_200.jpg""}",24,"Tenney, Claudia",Republican,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2019, ""startYear"": 2017}, {""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/T000478?format=json
E000297,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/e000297_200.jpg""}",13,"Espaillat, Adriano",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2017}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/E000297?format=json
D000626,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/115_rp_oh_8_davidson_warren_200.jpg""}",8,"Davidson, Warren",Republican,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2016}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/D000626?format=json
S001196,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001196_200.jpg""}",21,"Stefanik, Elise M.",Republican,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2015}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/S001196?format=json
J000295,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/j000295_200.jpg""}",14,"Joyce, David P.",Republican,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2013}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/J000295?format=json
B001281,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/b001281_200.jpg""}",3,"Beatty, Joyce",Democratic,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2013}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/B001281?format=json
L000566,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/l000566_200.jpg""}",5,"Latta, Robert E.",Republican,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2007}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/L000566?format=json
J000289,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/j000289_200.jpg""}",4,"Jordan, Jim",Republican,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2007}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/J000289?format=json
T000469,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/t000469_200.jpg""}",20,"Tonko, Paul",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2009}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/T000469?format=json
N000002,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/n000002_200.jpg""}",12,"Nadler, Jerrold",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1991}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/N000002?format=json
T000463,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/68014c674e51529406f18e56_200.jpg""}",10,"Turner, Michael R.",Republican,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2003}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/T000463?format=json
K000009,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/k000009_200.jpg""}",9,"Kaptur, Marcy",Democratic,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1983}]}",2025-04-28T13:04:24Z,https://api.congress.gov/v3/member/K000009?format=json
P000621,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67745d3b0b34857ecc909167_200.jpg""}",9,"Pou, Nellie",Democratic,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/P000621?format=json
G000604,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/678ff62d66bf616cf1a7ce13_200.jpg""}",2,"Goodlander, Maggie",Democratic,New Hampshire,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/G000604?format=json
G000602,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677427de0b34857ecc9090ad_200.jpg""}",4,"Gillen, Laura",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/G000602?format=json
C001136,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/6774243a0b34857ecc90906b_200.jpg""}",3,"Conaway, Herbert C.",Democratic,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/C001136?format=json
V000136,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/v000136_200.jpg""}",2,"Vasquez, Gabe",Democratic,New Mexico,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/V000136?format=json
L000598,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/l000598_200.jpg""}",1,"LaLota, Nick",Republican,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/L000598?format=json
K000398,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/k000398_200.jpg""}",7,"Kean, Thomas H.",Republican,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/K000398?format=json
G000599,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/g000599_200.jpg""}",10,"Goldman, Daniel S.",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/G000599?format=json
S001218,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001218_200.jpg""}",1,"Stansbury, Melanie A.",Democratic,New Mexico,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/S001218?format=json
M000317,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m000317_200.jpg""}",11,"Malliotakis, Nicole",Republican,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/M000317?format=json
L000273,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/l000273_200.jpg""}",3,"Leger Fernandez, Teresa",Democratic,New Mexico,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/L000273?format=json
G000597,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/g000597_200.jpg""}",2,"Garbarino, Andrew R.",Republican,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/G000597?format=json
L000590,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/l000590_200.jpg""}",3,"Lee, Susie",Democratic,Nevada,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/L000590?format=json
S001207,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001207_200.jpg""}",11,"Sherrill, Mikie",Democratic,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/S001207?format=json
V000133,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67c0c39d53fe81a4b3c0cac1_200.jpg""}",2,"Van Drew, Jefferson",Republican,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/V000133?format=json
P000614,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/p000614_200.jpg""}",1,"Pappas, Chris",Democratic,New Hampshire,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/P000614?format=json
S001201,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_ny_3_suozzi_thomas_200.jpg""}",3,"Suozzi, Thomas R.",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2017}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/S001201?format=json
G000583,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/115_rp_nj_5_gottheimer_josh_200.jpg""}",5,"Gottheimer, Josh",Democratic,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2017}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/G000583?format=json
W000822,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/w000822_200.jpg""}",12,"Watson Coleman, Bonnie",Democratic,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2015}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/W000822?format=json
N000188,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/n000188_200.jpg""}",1,"Norcross, Donald",Democratic,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2014}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/N000188?format=json
J000294,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/j000294_200.jpg""}",8,"Jeffries, Hakeem S.",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2013}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/J000294?format=json
M001188,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m001188_200.jpg""}",6,"Meng, Grace",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2013}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/M001188?format=json
H001066,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/h001066_200.jpg""}",4,"Horsford, Steven",Democratic,Nevada,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2015, ""startYear"": 2013}, {""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/H001066?format=json
A000369,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/a000369_200.jpg""}",2,"Amodei, Mark E.",Republican,Nevada,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2011}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/A000369?format=json
C001067,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/674dfc6b5c48ff736e6e1762_200.jpg""}",9,"Clarke, Yvette D.",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2007}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/C001067?format=json
T000468,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/6809296b6c2e6631263de728_200.jpg""}",1,"Titus, Dina",Democratic,Nevada,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2011, ""startYear"": 2009}, {""chamber"": ""House of Representatives"", ""startYear"": 2013}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/T000468?format=json
P000034,"{""attribution"": ""Image, Congressional Pictorial Directory, 109th."", ""imageUrl"": ""https://www.congress.gov/img/member/p000034_200.jpg""}",6,"Pallone, Frank",Democratic,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1987}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/P000034?format=json
M001137,"{""attribution"": ""Image, Congressional Pictorial Directory, 109th."", ""imageUrl"": ""https://www.congress.gov/img/member/m001137_200.jpg""}",5,"Meeks, Gregory W.",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1997}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/M001137?format=json
V000081,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/v000081_200.jpg""}",7,"Velázquez, Nydia M.",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1993}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/V000081?format=json
S000522,"{""attribution"": ""Collection of the U.S. House of Representatives <a href=\""http://history.house.gov/Collection/Detail/15032401950?ret=True\"">About this object</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s000522_200.jpg""}",4,"Smith, Christopher H.",Republican,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1981}]}",2025-04-28T13:04:23Z,https://api.congress.gov/v3/member/S000522?format=json
M001240,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67744e930b34857ecc90914f_200.jpg""}",6,"McDowell, Addison P.",Republican,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/M001240?format=json
M001236,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67744a540b34857ecc909137_200.jpg""}",14,"Moore, Tim",Republican,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/M001236?format=json
K000405,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67742fc60b34857ecc909101_200.jpg""}",13,"Knott, Brad",Republican,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/K000405?format=json
H001102,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67742d1b0b34857ecc9090dd_200.jpg""}",8,"Harris, Mark",Republican,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/H001102?format=json
H001101,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67742ca40b34857ecc9090d7_200.jpg""}",10,"Harrigan, Pat",Republican,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/H001101?format=json
F000482,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677426c20b34857ecc90909b_200.jpg""}",,"Fedorchak, Julie",Republican,North Dakota,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/F000482?format=json
E000246,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/e000246_200.jpg""}",11,"Edwards, Chuck",Republican,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/E000246?format=json
F000474,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67b4de4a61bd80d04553b0a5_200.jpg""}",1,"Flood, Mike",Republican,Nebraska,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2022}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/F000474?format=json
B001298,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/115_rp_ne_2_bacon_don_200.jpg""}",2,"Bacon, Don",Republican,Nebraska,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2017}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/B001298?format=json
R000603,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/r000603_200.jpg""}",7,"Rouzer, David",Republican,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2015}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/R000603?format=json
A000370,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/a000370_200.jpg""}",12,"Adams, Alma S.",Democratic,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2014}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/A000370?format=json
H001067,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/h001067_200.jpg""}",9,"Hudson, Richard",Republican,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2013}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/H001067?format=json
S001172,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001172_200.jpg""}",3,"Smith, Adrian",Republican,Nebraska,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2007}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/S001172?format=json
F000450,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_nc_5_foxx_virginia_200.jpg""}",5,"Foxx, Virginia",Republican,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2005}]}",2025-04-28T13:04:22Z,https://api.congress.gov/v3/member/F000450?format=json
O000177,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67744f970b34857ecc909161_200.jpg""}",3,"Onder, Robert F.",Republican,Missouri,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/O000177?format=json
M001234,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677449a70b34857ecc90912b_200.jpg""}",3,"Morrison, Kelly",Democratic,Minnesota,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/M001234?format=json
K000404,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67742f0a0b34857ecc9090fb_200.jpg""}",,"King-Hinds, Kimberlyn",Republican,Northern Mariana Islands,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/K000404?format=json
D000634,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677424da0b34857ecc909077_200.jpg""}",2,"Downing, Troy",Republican,Montana,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/D000634?format=json
B001324,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677422240b34857ecc90904a_200.jpg""}",1,"Bell, Wesley",Democratic,Missouri,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/B001324?format=json
J000307,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/j000307_200.jpg""}",10,"James, John",Republican,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/J000307?format=json
E000235,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/e000235_200.jpg""}",4,"Ezell, Mike",Republican,Mississippi,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/E000235?format=json
D000230,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/d000230_200.jpg""}",1,"Davis, Donald G.",Democratic,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/D000230?format=json
B001316,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/b001316_200.jpg""}",7,"Burlison, Eric",Republican,Missouri,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/B001316?format=json
A000379,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/a000379_200.jpg""}",4,"Alford, Mark",Republican,Missouri,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/A000379?format=json
F000475,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/f000475_200.jpg""}",1,"Finstad, Brad",Republican,Minnesota,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2022}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/F000475?format=json
R000305,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/r000305_200.jpg""}",2,"Ross, Deborah K.",Democratic,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/R000305?format=json
F000470,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/f000470_200.jpg""}",7,"Fischbach, Michelle",Republican,Minnesota,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/F000470?format=json
M001210,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m001210_200.jpg""}",3,"Murphy, Gregory F.",Republican,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/M001210?format=json
G000591,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/g000591_200.jpg""}",3,"Guest, Michael",Republican,Mississippi,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/G000591?format=json
S001212,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001212_200.jpg""}",8,"Stauber, Pete",Republican,Minnesota,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/S001212?format=json
O000173,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/o000173_200.jpg""}",5,"Omar, Ilhan",Democratic,Minnesota,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/O000173?format=json
C001119,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/c001119_200.jpg""}",2,"Craig, Angie",Democratic,Minnesota,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/C001119?format=json
T000481,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/t000481_200.jpg""}",12,"Tlaib, Rashida",Democratic,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/T000481?format=json
S001215,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001215_200.jpg""}",11,"Stevens, Haley M.",Democratic,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/S001215?format=json
K000388,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_ms_1_kelly_trent_200.jpg""}",1,"Kelly, Trent",Republican,Mississippi,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2015}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/K000388?format=json
Z000018,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/117_rp_mt_1_zinke_ryan_200.jpg""}",1,"Zinke, Ryan K.",Republican,Montana,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2017, ""startYear"": 2015}, {""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/Z000018?format=json
E000294,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/e000294_200.jpg""}",6,"Emmer, Tom",Republican,Minnesota,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2015}]}",2025-04-28T13:04:21Z,https://api.congress.gov/v3/member/E000294?format=json
